,Date,Ticker,Price,Sector,Total-Score,E-Score,S-Score,G-Score
5757,2024-10-01,CPT,113.79884338378906,Real Estate,16.09,4.0,3.93,8.17
5758,2024-11-01,CPT,123.63671112060547,Real Estate,14.18,3.5,3.81,6.87
5759,2024-12-01,CPT,114.04454803466797,Real Estate,14.18,3.5,3.81,6.87
5760,2020-01-01,CRM,181.01295471191406,Technology,23.85,7.7,10.16,5.99
5761,2020-02-01,CRM,169.18768310546875,Technology,23.85,7.74,10.18,5.93
5762,2020-03-01,CRM,142.9556427001953,Technology,23.66,7.66,10.05,5.95
5763,2020-04-01,CRM,160.7978057861328,Technology,23.55,7.63,9.98,5.94
5764,2020-05-01,CRM,173.54644775390625,Technology,23.69,7.64,10.06,6.0
5765,2020-06-01,CRM,185.9972381591797,Technology,23.72,7.69,10.09,5.94
5766,2020-07-01,CRM,193.4637451171875,Technology,11.22,0.47,6.49,4.25
5767,2020-08-01,CRM,270.7102355957031,Technology,11.22,0.47,6.49,4.25
5768,2020-09-01,CRM,249.53201293945312,Technology,11.22,0.47,6.49,4.25
5769,2020-10-01,CRM,230.61752319335938,Technology,23.1,7.26,10.09,5.74
5770,2020-11-01,CRM,244.05125427246094,Technology,23.1,7.26,10.09,5.74
5771,2020-12-01,CRM,220.9468231201172,Technology,23.1,7.26,10.09,5.74
5772,2021-01-01,CRM,223.9552459716797,Technology,11.23,0.47,6.49,4.27
5773,2021-02-01,CRM,214.959716796875,Technology,11.23,0.47,6.49,4.27
5774,2021-03-01,CRM,210.36264038085938,Technology,11.23,0.47,6.49,4.27
5775,2021-04-01,CRM,228.68141174316406,Technology,11.23,0.47,6.49,4.27
5776,2021-05-01,CRM,236.40603637695312,Technology,11.35,0.47,6.49,4.39
5777,2021-06-01,CRM,242.5321502685547,Technology,11.35,0.47,6.49,4.39
5778,2021-07-01,CRM,240.2087860107422,Technology,11.35,0.47,6.49,4.39
5779,2021-08-01,CRM,263.3826904296875,Technology,11.35,0.47,6.49,4.39
5780,2021-09-01,CRM,269.2904052734375,Technology,11.25,0.44,6.56,4.25
5781,2021-10-01,CRM,297.557861328125,Technology,11.25,0.44,6.56,4.25
5782,2021-11-01,CRM,282.9326477050781,Technology,11.25,0.44,6.56,4.25
5783,2021-12-01,CRM,252.32199096679688,Technology,11.25,0.44,6.56,4.25
5784,2022-01-01,CRM,230.9749755859375,Technology,11.25,0.44,6.56,4.25
5785,2022-02-01,CRM,209.0321807861328,Technology,13.31,2.34,6.54,4.43
5786,2022-03-01,CRM,210.80946350097656,Technology,13.31,2.34,6.54,4.43
5787,2022-04-01,CRM,174.68829345703125,Technology,13.31,2.34,6.54,4.43
5788,2022-05-01,CRM,159.09999084472656,Technology,13.18,2.34,6.39,4.46
5789,2022-06-01,CRM,163.86581420898438,Technology,13.18,2.34,6.39,4.46
5790,2022-07-01,CRM,182.7108154296875,Technology,13.18,2.34,6.39,4.46
5791,2022-08-01,CRM,155.00927734375,Technology,13.18,2.34,6.39,4.46
5792,2022-09-01,CRM,142.81666564941406,Technology,13.18,2.34,6.39,4.46
5793,2022-10-01,CRM,161.43325805664062,Technology,13.18,2.34,6.39,4.46
5794,2022-11-01,CRM,159.10992431640625,Technology,13.18,2.34,6.39,4.46
5795,2022-12-01,CRM,131.64669799804688,Technology,13.18,2.34,6.39,4.46
5796,2023-01-01,CRM,166.7749786376953,Technology,13.18,2.34,6.39,4.46
5797,2023-02-01,CRM,162.4459991455078,Technology,13.18,2.34,6.39,4.46
5798,2023-03-01,CRM,198.35865783691406,Technology,13.18,2.34,6.39,4.46
5799,2023-04-01,CRM,196.9586944580078,Technology,13.18,2.34,6.39,4.46
5800,2023-05-01,CRM,221.790771484375,Technology,13.18,2.34,6.39,4.46
5801,2023-06-01,CRM,209.75698852539062,Technology,13.18,2.34,6.39,4.46
5802,2023-07-01,CRM,223.40916442871094,Technology,13.18,2.34,6.39,4.46
5803,2023-08-01,CRM,219.8844451904297,Technology,13.18,2.34,6.39,4.46
5804,2023-09-01,CRM,201.33731079101562,Technology,14.88,2.01,7.48,5.39
5805,2023-10-01,CRM,199.4011993408203,Technology,14.88,2.01,7.48,5.39
5806,2023-11-01,CRM,250.10784912109375,Technology,14.88,2.01,7.48,5.39
5807,2023-12-01,CRM,261.2679138183594,Technology,14.88,2.01,7.48,5.39
5808,2024-01-01,CRM,279.0901794433594,Technology,14.88,2.01,7.48,5.39
5809,2024-02-01,CRM,306.6229248046875,Technology,14.88,2.01,7.48,5.39
5810,2024-03-01,CRM,299.0372314453125,Technology,14.88,2.01,7.48,5.39
5811,2024-04-01,CRM,267.3754577636719,Technology,14.88,2.01,7.48,5.39
5812,2024-05-01,CRM,233.07614135742188,Technology,14.88,2.01,7.48,5.39
5813,2024-06-01,CRM,255.6042938232422,Technology,14.88,2.01,7.48,5.39
5814,2024-07-01,CRM,257.29443359375,Technology,14.88,2.01,7.48,5.39
5815,2024-08-01,CRM,251.8201141357422,Technology,14.88,2.01,7.48,5.39
5816,2024-09-01,CRM,272.541259765625,Technology,14.88,2.01,7.48,5.39
5817,2024-10-01,CRM,290.58135986328125,Technology,14.88,2.01,7.48,5.39
5818,2024-11-01,CRM,329.0968017578125,Technology,14.97,2.05,8.15,4.78
5819,2024-12-01,CRM,333.425048828125,Technology,15.18,2.05,8.16,4.97
5820,2020-01-01,CSCO,38.81174850463867,Technology,14.11,0.6,6.59,6.92
5821,2020-02-01,CSCO,33.96010208129883,Technology,13.74,0.6,6.59,6.55
5822,2020-03-01,CSCO,33.43278884887695,Technology,13.74,0.6,6.59,6.55
5823,2020-04-01,CSCO,36.04380416870117,Technology,13.74,0.6,6.59,6.55
5824,2020-05-01,CSCO,41.05607604980469,Technology,13.74,0.6,6.59,6.55
5825,2020-06-01,CSCO,40.04297637939453,Technology,13.74,0.6,6.59,6.55
5826,2020-07-01,CSCO,40.43791580200195,Technology,12.08,0.54,5.68,5.87
5827,2020-08-01,CSCO,36.53371047973633,Technology,12.08,0.54,5.68,5.87
5828,2020-09-01,CSCO,34.08486557006836,Technology,12.08,0.54,5.68,5.87
5829,2020-10-01,CSCO,31.064908981323242,Technology,12.35,0.54,5.94,5.87
5830,2020-11-01,CSCO,37.569332122802734,Technology,12.35,0.54,5.94,5.87
5831,2020-12-01,CSCO,39.08012771606445,Technology,12.35,0.54,5.94,5.87
5832,2021-01-01,CSCO,38.93167495727539,Technology,12.67,0.54,5.94,6.19
5833,2021-02-01,CSCO,39.50271987915039,Technology,12.67,0.54,5.94,6.19
5834,2021-03-01,CSCO,45.52452850341797,Technology,12.55,0.54,5.94,6.08
5835,2021-04-01,CSCO,44.82021713256836,Technology,12.55,0.54,5.94,6.08
5836,2021-05-01,CSCO,46.90605926513672,Technology,12.45,0.54,5.84,6.08
5837,2021-06-01,CSCO,46.99473571777344,Technology,12.45,0.54,5.84,6.08
5838,2021-07-01,CSCO,49.09619903564453,Technology,12.45,0.54,5.84,6.08
5839,2021-08-01,CSCO,52.69749450683594,Technology,12.45,0.54,5.84,6.08
5840,2021-09-01,CSCO,48.59919738769531,Technology,11.42,0.03,5.56,5.83
5841,2021-10-01,CSCO,49.97421646118164,Technology,11.42,0.03,5.56,5.83
5842,2021-11-01,CSCO,49.29606246948242,Technology,11.42,0.03,5.56,5.83
5843,2021-12-01,CSCO,56.96372604370117,Technology,11.42,0.03,5.56,5.83
5844,2022-01-01,CSCO,50.04214859008789,Technology,11.42,0.03,5.56,5.83
5845,2022-02-01,CSCO,50.42745590209961,Technology,11.83,0.03,5.59,6.21
5846,2022-03-01,CSCO,50.41839599609375,Technology,11.83,0.03,5.59,6.21
5847,2022-04-01,CSCO,44.287906646728516,Technology,11.83,0.03,5.59,6.21
5848,2022-05-01,CSCO,41.013328552246094,Technology,11.82,0.03,5.59,6.2
5849,2022-06-01,CSCO,38.819278717041016,Technology,11.82,0.03,5.59,6.2
5850,2022-07-01,CSCO,41.304656982421875,Technology,11.82,0.03,5.59,6.2
5851,2022-08-01,CSCO,41.079341888427734,Technology,12.07,0.03,5.59,6.45
5852,2022-09-01,CSCO,36.74359130859375,Technology,12.07,0.03,5.59,6.45
5853,2022-10-01,CSCO,41.731536865234375,Technology,12.07,0.03,5.59,6.45
5854,2022-11-01,CSCO,46.09651565551758,Technology,12.07,0.03,5.59,6.45
5855,2022-12-01,CSCO,44.16810989379883,Technology,12.07,0.03,5.59,6.45
5856,2023-01-01,CSCO,45.123043060302734,Technology,12.07,0.03,5.59,6.45
5857,2023-02-01,CSCO,45.24993896484375,Technology,12.07,0.03,5.59,6.45
5858,2023-03-01,CSCO,48.85722732543945,Technology,12.07,0.03,5.59,6.45
5859,2023-04-01,CSCO,44.15654754638672,Technology,12.07,0.03,5.59,6.45
5860,2023-05-01,CSCO,46.76677703857422,Technology,12.07,0.03,5.59,6.45
5861,2023-06-01,CSCO,48.71577835083008,Technology,12.07,0.03,5.59,6.45
5862,2023-07-01,CSCO,48.99824905395508,Technology,12.07,0.03,5.59,6.45
5863,2023-08-01,CSCO,54.407344818115234,Technology,12.07,0.03,5.59,6.45
5864,2023-09-01,CSCO,51.001556396484375,Technology,13.87,0.45,6.9,6.51
5865,2023-10-01,CSCO,49.45519256591797,Technology,13.87,0.45,6.9,6.51
5866,2023-11-01,CSCO,46.22908401489258,Technology,13.87,0.45,6.9,6.51
5867,2023-12-01,CSCO,48.273948669433594,Technology,13.87,0.45,6.9,6.51
5868,2024-01-01,CSCO,47.94906234741211,Technology,13.87,0.45,6.9,6.51
5869,2024-02-01,CSCO,46.57917785644531,Technology,13.87,0.45,6.9,6.51
5870,2024-03-01,CSCO,48.062164306640625,Technology,13.87,0.45,6.9,6.51
5871,2024-04-01,CSCO,45.24064254760742,Technology,13.87,0.45,6.9,6.51
5872,2024-05-01,CSCO,45.144248962402344,Technology,13.87,0.45,6.9,6.51
5873,2024-06-01,CSCO,46.12480163574219,Technology,13.87,0.45,6.9,6.51
5874,2024-07-01,CSCO,47.03739547729492,Technology,13.87,0.45,6.9,6.51
5875,2024-08-01,CSCO,49.486820220947266,Technology,13.87,0.45,6.9,6.51
5876,2024-09-01,CSCO,52.1109733581543,Technology,13.87,0.45,6.9,6.51
5877,2024-10-01,CSCO,53.6286735534668,Technology,12.91,0.4,7.64,4.87
5878,2024-11-01,CSCO,58.419227600097656,Technology,12.91,0.4,7.64,4.87
5879,2024-12-01,CSCO,58.409358978271484,Technology,12.91,0.4,7.64,4.87
5880,2020-01-01,CSGP,65.29900360107422,Real Estate,25.72,2.98,14.27,8.48
5881,2020-02-01,CSGP,66.75900268554688,Real Estate,25.72,2.98,14.27,8.48
5882,2020-03-01,CSGP,58.72100067138672,Real Estate,25.64,2.98,14.27,8.4
5883,2020-04-01,CSGP,64.82599639892578,Real Estate,25.64,2.98,14.27,8.4
5884,2020-05-01,CSGP,65.68000030517578,Real Estate,25.64,2.98,14.27,8.4
5885,2020-06-01,CSGP,71.06700134277344,Real Estate,25.64,2.98,14.27,8.4
5886,2020-07-01,CSGP,84.97599792480469,Real Estate,26.82,3.67,14.83,8.32
5887,2020-08-01,CSGP,84.86000061035156,Real Estate,26.55,3.67,14.83,8.04
5888,2020-09-01,CSGP,84.85099792480469,Real Estate,26.55,3.67,14.83,8.04
5889,2020-10-01,CSGP,82.36100006103516,Real Estate,26.57,3.67,14.83,8.07
5890,2020-11-01,CSGP,91.05699920654297,Real Estate,26.57,3.67,14.83,8.07
5891,2020-12-01,CSGP,92.4280014038086,Real Estate,26.57,3.67,14.83,8.07
5892,2021-01-01,CSGP,89.97100067138672,Real Estate,26.57,3.67,14.83,8.07
5893,2021-02-01,CSGP,82.3759994506836,Real Estate,26.57,3.67,14.83,8.07
5894,2021-03-01,CSGP,82.18900299072266,Real Estate,26.57,3.67,14.83,8.07
5895,2021-04-01,CSGP,85.44300079345703,Real Estate,26.57,3.67,14.83,8.07
5896,2021-05-01,CSGP,85.4000015258789,Real Estate,26.57,3.67,14.83,8.07
5897,2021-06-01,CSGP,82.81999969482422,Real Estate,26.57,3.67,14.83,8.07
5898,2021-07-01,CSGP,88.8499984741211,Real Estate,26.57,3.67,14.83,8.07
5899,2021-08-01,CSGP,84.73999786376953,Real Estate,26.57,3.67,14.83,8.07
5900,2021-09-01,CSGP,86.05999755859375,Real Estate,26.9,3.67,14.83,8.4
5901,2021-10-01,CSGP,86.05000305175781,Real Estate,26.9,3.67,14.83,8.4
5902,2021-11-01,CSGP,77.76000213623047,Real Estate,26.9,3.67,14.83,8.4
5903,2021-12-01,CSGP,79.02999877929688,Real Estate,26.9,3.67,14.83,8.4
5904,2022-01-01,CSGP,70.16000366210938,Real Estate,26.9,3.67,14.83,8.4
5905,2022-02-01,CSGP,61.0099983215332,Real Estate,26.58,5.35,13.12,8.12
5906,2022-03-01,CSGP,66.61000061035156,Real Estate,26.58,5.35,13.12,8.12
5907,2022-04-01,CSGP,63.619998931884766,Real Estate,26.58,5.35,13.12,8.12
5908,2022-05-01,CSGP,60.939998626708984,Real Estate,26.68,5.45,13.12,8.12
5909,2022-06-01,CSGP,60.40999984741211,Real Estate,26.68,5.45,13.12,8.12
5910,2022-07-01,CSGP,72.58999633789062,Real Estate,26.68,5.45,13.12,8.12
5911,2022-08-01,CSGP,69.63999938964844,Real Estate,26.68,5.45,13.12,8.12
5912,2022-09-01,CSGP,69.6500015258789,Real Estate,26.68,5.45,13.12,8.12
5913,2022-10-01,CSGP,82.72000122070312,Real Estate,26.68,5.45,13.12,8.12
5914,2022-11-01,CSGP,81.04000091552734,Real Estate,26.68,5.45,13.12,8.12
5915,2022-12-01,CSGP,77.27999877929688,Real Estate,26.68,5.45,13.12,8.12
5916,2023-01-01,CSGP,77.9000015258789,Real Estate,26.94,5.45,13.12,8.38
5917,2023-02-01,CSGP,70.66000366210938,Real Estate,26.94,5.45,13.12,8.38
5918,2023-03-01,CSGP,68.8499984741211,Real Estate,26.94,5.45,13.12,8.38
5919,2023-04-01,CSGP,76.94999694824219,Real Estate,26.94,5.45,13.12,8.38
5920,2023-05-01,CSGP,79.4000015258789,Real Estate,26.94,5.45,13.12,8.38
5921,2023-06-01,CSGP,89.0,Real Estate,26.94,5.45,13.12,8.38
5922,2023-07-01,CSGP,83.97000122070312,Real Estate,26.94,5.45,13.12,8.38
5923,2023-08-01,CSGP,81.98999786376953,Real Estate,26.94,5.45,13.12,8.38
5924,2023-09-01,CSGP,76.88999938964844,Real Estate,21.91,4.86,9.34,7.71
5925,2023-10-01,CSGP,73.41000366210938,Real Estate,21.91,4.86,9.34,7.71
5926,2023-11-01,CSGP,83.04000091552734,Real Estate,21.91,4.86,9.34,7.71
5927,2023-12-01,CSGP,87.38999938964844,Real Estate,21.91,4.86,9.34,7.71
5928,2024-01-01,CSGP,83.4800033569336,Real Estate,21.91,4.86,9.34,7.71
5929,2024-02-01,CSGP,87.02999877929688,Real Estate,21.91,4.86,9.34,7.71
5930,2024-03-01,CSGP,96.5999984741211,Real Estate,21.91,4.86,9.34,7.71
5931,2024-04-01,CSGP,91.52999877929688,Real Estate,21.91,4.86,9.34,7.71
5932,2024-05-01,CSGP,78.16999816894531,Real Estate,21.91,4.86,9.34,7.71
5933,2024-06-01,CSGP,74.13999938964844,Real Estate,21.91,4.86,9.34,7.71
5934,2024-07-01,CSGP,78.0199966430664,Real Estate,21.91,4.86,9.34,7.71
5935,2024-08-01,CSGP,77.30000305175781,Real Estate,21.91,4.86,9.34,7.71
5936,2024-09-01,CSGP,75.44000244140625,Real Estate,21.91,4.86,9.34,7.71
5937,2024-10-01,CSGP,72.79000091552734,Real Estate,21.24,4.94,9.21,7.09
5938,2024-11-01,CSGP,81.33999633789062,Real Estate,21.24,4.94,9.21,7.09
5939,2024-12-01,CSGP,71.58999633789062,Real Estate,21.68,5.65,9.56,6.47
5940,2020-01-01,CSX,23.75804328918457,Industrials,22.42,6.79,12.37,3.26
5941,2020-02-01,CSX,21.924997329711914,Industrials,22.42,6.79,12.37,3.26
5942,2020-03-01,CSX,17.894311904907227,Industrials,22.42,6.79,12.37,3.26
5943,2020-04-01,CSX,20.683080673217773,Industrials,22.42,6.79,12.37,3.26
5944,2020-05-01,CSX,22.35384178161621,Industrials,22.42,6.79,12.37,3.26
5945,2020-06-01,CSX,21.856433868408203,Industrials,22.42,6.79,12.37,3.26
5946,2020-07-01,CSX,22.357872009277344,Industrials,22.57,6.48,12.37,3.72
5947,2020-08-01,CSX,23.962478637695312,Industrials,22.57,6.48,12.37,3.72
5948,2020-09-01,CSX,24.425039291381836,Industrials,22.57,6.48,12.37,3.72
5949,2020-10-01,CSX,24.824417114257812,Industrials,22.59,6.48,12.37,3.74
5950,2020-11-01,CSX,28.318204879760742,Industrials,22.59,6.48,12.37,3.74
5951,2020-12-01,CSX,28.61899757385254,Industrials,22.59,6.48,12.37,3.74
5952,2021-01-01,CSX,27.04534912109375,Industrials,18.31,5.31,9.38,3.61
5953,2021-02-01,CSX,28.871292114257812,Industrials,18.31,5.31,9.38,3.61
5954,2021-03-01,CSX,30.498558044433594,Industrials,18.31,5.31,9.38,3.61
5955,2021-04-01,CSX,31.86817741394043,Industrials,18.31,5.31,9.38,3.61
5956,2021-05-01,CSX,31.668901443481445,Industrials,18.74,5.75,9.38,3.61
5957,2021-06-01,CSX,30.526723861694336,Industrials,18.74,5.75,9.38,3.61
5958,2021-07-01,CSX,30.755102157592773,Industrials,18.74,5.75,9.38,3.61
5959,2021-08-01,CSX,30.95493507385254,Industrials,18.74,5.75,9.38,3.61
5960,2021-09-01,CSX,28.378917694091797,Industrials,18.37,5.75,8.99,3.62
5961,2021-10-01,CSX,34.514652252197266,Industrials,18.37,5.75,8.99,3.62
5962,2021-11-01,CSX,33.073753356933594,Industrials,18.37,5.75,8.99,3.62
5963,2021-12-01,CSX,35.97325134277344,Industrials,18.37,5.75,8.99,3.62
5964,2022-01-01,CSX,32.73949432373047,Industrials,18.37,5.75,8.99,3.62
5965,2022-02-01,CSX,32.44289779663086,Industrials,20.25,7.45,9.19,3.61
5966,2022-03-01,CSX,35.936702728271484,Industrials,20.25,7.45,9.19,3.61
5967,2022-04-01,CSX,32.952369689941406,Industrials,20.25,7.45,9.19,3.61
5968,2022-05-01,CSX,30.50541114807129,Industrials,20.25,7.45,9.19,3.61
5969,2022-06-01,CSX,27.97430992126465,Industrials,20.25,7.45,9.19,3.61
5970,2022-07-01,CSX,31.12214469909668,Industrials,20.25,7.45,9.19,3.61
5971,2022-08-01,CSX,30.467546463012695,Industrials,20.09,7.45,9.19,3.44
5972,2022-09-01,CSX,25.723337173461914,Industrials,20.09,7.45,9.19,3.44
5973,2022-10-01,CSX,28.060070037841797,Industrials,20.09,7.45,9.19,3.44
5974,2022-11-01,CSX,31.565156936645508,Industrials,20.09,7.45,9.19,3.44
5975,2022-12-01,CSX,30.008668899536133,Industrials,20.09,7.45,9.19,3.44
5976,2023-01-01,CSX,29.95054817199707,Industrials,20.09,7.45,9.19,3.44
5977,2023-02-01,CSX,29.53403091430664,Industrials,20.09,7.45,9.19,3.44
5978,2023-03-01,CSX,29.105396270751953,Industrials,20.09,7.45,9.19,3.44
5979,2023-04-01,CSX,29.785877227783203,Industrials,20.09,7.45,9.19,3.44
5980,2023-05-01,CSX,29.81504249572754,Industrials,20.09,7.45,9.19,3.44
5981,2023-06-01,CSX,33.26820373535156,Industrials,20.09,7.45,9.19,3.44
5982,2023-07-01,CSX,32.507232666015625,Industrials,20.09,7.45,9.19,3.44
5983,2023-08-01,CSX,29.463335037231445,Industrials,20.09,7.45,9.19,3.44
5984,2023-09-01,CSX,30.107622146606445,Industrials,21.91,7.04,10.03,4.84
5985,2023-10-01,CSX,29.226423263549805,Industrials,21.91,7.04,10.03,4.84
5986,2023-11-01,CSX,31.625242233276367,Industrials,21.91,7.04,10.03,4.84
5987,2023-12-01,CSX,34.06264114379883,Industrials,21.91,7.04,10.03,4.84
5988,2024-01-01,CSX,35.0745964050293,Industrials,21.91,7.04,10.03,4.84
5989,2024-02-01,CSX,37.27535629272461,Industrials,21.91,7.04,10.03,4.84
5990,2024-03-01,CSX,36.536094665527344,Industrials,21.91,7.04,10.03,4.84
5991,2024-04-01,CSX,32.741546630859375,Industrials,21.91,7.04,10.03,4.84
5992,2024-05-01,CSX,33.26390838623047,Industrials,21.91,7.04,10.03,4.84
5993,2024-06-01,CSX,33.087467193603516,Industrials,21.91,7.04,10.03,4.84
5994,2024-07-01,CSX,34.719581604003906,Industrials,21.91,7.04,10.03,4.84
5995,2024-08-01,CSX,33.898582458496094,Industrials,21.91,7.04,10.03,4.84
5996,2024-09-01,CSX,34.27695083618164,Industrials,21.91,7.04,10.03,4.84
5997,2024-10-01,CSX,33.39347457885742,Industrials,21.07,7.12,10.07,3.89
5998,2024-11-01,CSX,36.28215026855469,Industrials,21.07,7.12,10.07,3.89
5999,2024-12-01,CSX,32.138946533203125,Industrials,21.07,7.12,10.07,3.89
6000,2020-01-01,CTAS,68.67655944824219,Industrials,25.51,5.48,12.45,7.58
6001,2020-02-01,CTAS,65.66577911376953,Industrials,25.51,5.48,12.45,7.58
6002,2020-03-01,CTAS,42.643123626708984,Industrials,25.35,5.48,12.45,7.42
6003,2020-04-01,CTAS,54.60988235473633,Industrials,25.35,5.48,12.45,7.42
6004,2020-05-01,CTAS,61.042537689208984,Industrials,25.35,5.48,12.45,7.42
6005,2020-06-01,CTAS,65.57222747802734,Industrials,25.35,5.48,12.45,7.42
6006,2020-07-01,CTAS,74.31404876708984,Industrials,25.35,5.48,12.45,7.42
6007,2020-08-01,CTAS,82.03668212890625,Industrials,25.35,5.48,12.45,7.42
6008,2020-09-01,CTAS,81.93574523925781,Industrials,25.35,5.48,12.45,7.42
6009,2020-10-01,CTAS,77.43560028076172,Industrials,25.38,5.48,12.45,7.44
6010,2020-11-01,CTAS,87.4673843383789,Industrials,25.38,5.48,12.45,7.44
6011,2020-12-01,CTAS,87.01441955566406,Industrials,25.38,5.48,12.45,7.44
6012,2021-01-01,CTAS,78.31444549560547,Industrials,25.38,5.48,12.45,7.44
6013,2021-02-01,CTAS,79.84568786621094,Industrials,25.23,5.44,12.45,7.35
6014,2021-03-01,CTAS,84.20429229736328,Industrials,25.49,5.44,12.45,7.61
6015,2021-04-01,CTAS,85.14920043945312,Industrials,25.49,5.44,12.45,7.61
6016,2021-05-01,CTAS,87.2215576171875,Industrials,21.21,4.54,9.61,7.06
6017,2021-06-01,CTAS,94.24288940429688,Industrials,21.21,4.54,9.61,7.06
6018,2021-07-01,CTAS,97.24781036376953,Industrials,21.21,4.54,9.61,7.06
6019,2021-08-01,CTAS,97.64007568359375,Industrials,21.21,4.54,9.61,7.06
6020,2021-09-01,CTAS,94.14155578613281,Industrials,21.21,4.54,9.61,7.06
6021,2021-10-01,CTAS,107.11055755615234,Industrials,21.21,4.54,9.61,7.06
6022,2021-11-01,CTAS,104.41239166259766,Industrials,21.21,4.54,9.61,7.06
6023,2021-12-01,CTAS,109.60099029541016,Industrials,21.21,4.54,9.61,7.06
6024,2022-01-01,CTAS,96.82982635498047,Industrials,21.21,4.54,9.61,7.06
6025,2022-02-01,CTAS,92.82090759277344,Industrials,21.41,4.54,9.61,7.26
6026,2022-03-01,CTAS,105.20378112792969,Industrials,21.41,4.54,9.61,7.26
6027,2022-04-01,CTAS,98.2469253540039,Industrials,21.41,4.54,9.61,7.26
6028,2022-05-01,CTAS,98.51152801513672,Industrials,21.41,4.54,9.61,7.26
6029,2022-06-01,CTAS,92.61785888671875,Industrials,21.41,4.54,9.61,7.26
6030,2022-07-01,CTAS,105.50149536132812,Industrials,21.41,4.54,9.61,7.26
6031,2022-08-01,CTAS,100.8771743774414,Industrials,18.81,3.21,9.17,6.44
6032,2022-09-01,CTAS,96.25284576416016,Industrials,18.81,3.21,9.17,6.44
6033,2022-10-01,CTAS,106.01227569580078,Industrials,18.81,3.21,9.17,6.44
6034,2022-11-01,CTAS,114.49970245361328,Industrials,18.81,3.21,9.17,6.44
6035,2022-12-01,CTAS,111.98049926757812,Industrials,18.81,3.21,9.17,6.44
6036,2023-01-01,CTAS,110.0266342163086,Industrials,18.25,3.21,9.17,5.88
6037,2023-02-01,CTAS,108.71992492675781,Industrials,18.25,3.21,9.17,5.88
6038,2023-03-01,CTAS,115.01810455322266,Industrials,18.25,3.21,9.17,5.88
6039,2023-04-01,CTAS,113.30033874511719,Industrials,18.25,3.21,9.17,5.88
6040,2023-05-01,CTAS,117.36978912353516,Industrials,18.25,3.21,9.17,5.88
6041,2023-06-01,CTAS,123.56964111328125,Industrials,18.25,3.21,9.17,5.88
6042,2023-07-01,CTAS,124.80265808105469,Industrials,18.25,3.21,9.17,5.88
6043,2023-08-01,CTAS,125.33216094970703,Industrials,18.25,3.21,9.17,5.88
6044,2023-09-01,CTAS,119.57479095458984,Industrials,18.08,3.03,9.17,5.88
6045,2023-10-01,CTAS,126.06550598144531,Industrials,18.08,3.03,9.17,5.88
6046,2023-11-01,CTAS,137.5330047607422,Industrials,18.08,3.03,9.17,5.88
6047,2023-12-01,CTAS,149.81588745117188,Industrials,18.08,3.03,9.17,5.88
6048,2024-01-01,CTAS,150.29071044921875,Industrials,18.08,3.03,9.17,5.88
6049,2024-02-01,CTAS,156.26683044433594,Industrials,18.08,3.03,9.17,5.88
6050,2024-03-01,CTAS,170.78953552246094,Industrials,18.08,3.03,9.17,5.88
6051,2024-04-01,CTAS,163.65745544433594,Industrials,18.08,3.03,9.17,5.88
6052,2024-05-01,CTAS,168.53729248046875,Industrials,18.08,3.03,9.17,5.88
6053,2024-06-01,CTAS,174.41958618164062,Industrials,18.08,3.03,9.17,5.88
6054,2024-07-01,CTAS,190.28089904785156,Industrials,18.08,3.03,9.17,5.88
6055,2024-08-01,CTAS,200.53793334960938,Industrials,18.08,3.03,9.17,5.88
6056,2024-09-01,CTAS,205.12098693847656,Industrials,18.08,3.03,9.17,5.88
6057,2024-10-01,CTAS,205.0512237548828,Industrials,17.03,3.19,8.24,5.61
6058,2024-11-01,CTAS,224.9575653076172,Industrials,17.03,3.19,8.24,5.61
6059,2024-12-01,CTAS,182.35409545898438,Industrials,17.03,3.19,8.24,5.61
6060,2020-01-01,CTSH,56.76068878173828,Technology,19.17,1.02,9.65,8.5
6061,2020-02-01,CTSH,56.34455490112305,Technology,19.17,1.02,9.65,8.5
6062,2020-03-01,CTSH,43.10902404785156,Technology,19.17,1.02,9.65,8.5
6063,2020-04-01,CTSH,53.82365798950195,Technology,19.17,1.02,9.65,8.5
6064,2020-05-01,CTSH,49.1667366027832,Technology,19.17,1.02,9.65,8.5
6065,2020-06-01,CTSH,52.92957305908203,Technology,19.17,1.02,9.65,8.5
6066,2020-07-01,CTSH,63.642181396484375,Technology,21.67,1.04,12.81,7.83
6067,2020-08-01,CTSH,62.28215408325195,Technology,21.67,1.04,12.81,7.83
6068,2020-09-01,CTSH,64.88026428222656,Technology,21.67,1.04,12.81,7.83
6069,2020-10-01,CTSH,66.74946594238281,Technology,21.7,1.04,12.81,7.85
6070,2020-11-01,CTSH,73.02066040039062,Technology,21.7,1.04,12.81,7.85
6071,2020-12-01,CTSH,76.810302734375,Technology,21.7,1.04,12.81,7.85
6072,2021-01-01,CTSH,73.06116485595703,Technology,21.7,1.04,12.81,7.85
6073,2021-02-01,CTSH,68.87152099609375,Technology,21.7,1.04,12.81,7.85
6074,2021-03-01,CTSH,73.45214080810547,Technology,21.7,1.04,12.81,7.85
6075,2021-04-01,CTSH,75.59591674804688,Technology,21.7,1.04,12.81,7.85
6076,2021-05-01,CTSH,67.28411102294922,Technology,17.74,1.11,10.43,6.2
6077,2021-06-01,CTSH,65.34253692626953,Technology,17.74,1.11,10.43,6.2
6078,2021-07-01,CTSH,69.3709945678711,Technology,17.74,1.11,10.43,6.2
